title,year,rating,rank,genres,plot,directors,actors,release_date,running_time_secs,image_url
Mononoke-hime,1997,8.4,1067,"['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'War']","On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",['Hayao Miyazaki'],"['Yôji Matsuda', 'Yuriko Ishida', 'Yûko Tanaka']",1997-07-12,8040,http://ia.media-imdb.com/images/M/MV5BMjgzNTUwODQzN15BMl5BanBnXkFtZTcwMTc4ODE3OQ@@._V1_SX400_.jpg
Monster,2003,7.3,1098,"['Biography', 'Crime', 'Drama']","Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.",['Patty Jenkins'],"['Charlize Theron', 'Christina Ricci', 'Bruce Dern']",2003-11-16,6540,http://ia.media-imdb.com/images/M/MV5BMTI4NzI5NzEwNl5BMl5BanBnXkFtZTcwNjc1NjQyMQ@@._V1_SX400_.jpg
Monster House,2006,6.6,2503,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery']","Three teens discover that their neighbor's house is really a living, breathing, scary monster.",['Gil Kenan'],"['Mitchel Musso', 'Sam Lerner', 'Spencer Locke']",2006-06-15,5460,http://ia.media-imdb.com/images/M/MV5BMTI4NDY5MzI3MV5BMl5BanBnXkFtZTcwMTI5OTMzMQ@@._V1_SX400_.jpg
Monster on the Campus,1958,5.7,3082,"['Horror', 'Sci-Fi']","The blood of a primitive fish exposed to gamma rays causes a benign research professor to regress to an ape-like, bloodthirsty prehistoric hominid.",['Jack Arnold'],"['Arthur Franz', 'Joanna Moore', 'Judson Pratt']",1958-12-17,4620,http://ia.media-imdb.com/images/M/MV5BMTQ5MzEyOTg5Ml5BMl5BanBnXkFtZTcwNzU2OTAzMQ@@._V1_SX400_.jpg
Monster's Ball,2001,7.1,1711,"['Drama', 'Romance']","After a family tragedy, a racist prison guard reexamines his attitudes while falling in love with the African American wife of the last prisoner he executed.",['Marc Forster'],"['Billy Bob Thornton', 'Halle Berry', 'Taylor Simpson']",2001-11-11,6660,http://ia.media-imdb.com/images/M/MV5BMTQ5Mzk4NjgwMF5BMl5BanBnXkFtZTYwMzgxNzY2._V1_SX400_.jpg
Monster-in-Law,2005,5.2,2084,['Comedy'],"The love life of Charlotte is reduced to an endless string of disastrous blind dates, until she meets the perfect man, Kevin. Unfortunately, his merciless mother will do anything to destroy their relationship.",['Robert Luketic'],"['Jennifer Lopez', 'Michael Vartan', 'Jane Fonda']",2005-05-05,6060,http://ia.media-imdb.com/images/M/MV5BMTIyMTU0NDM1NF5BMl5BanBnXkFtZTcwODk3NzcyMQ@@._V1_SX400_.jpg
Monsters,2010,6.3,1817,"['Drama', 'Sci-Fi', 'Thriller']",Six years after Earth has suffered an alien invasion a cynical journalist agrees to escort a shaken American tourist through an infected zone in Mexico to the safety of the US border.,['Gareth Edwards'],"['Scoot McNairy', 'Whitney Able', 'Mario Zuniga Benavides']",2010-06-18,5640,http://ia.media-imdb.com/images/M/MV5BMjE4MzMyNjExMl5BMl5BanBnXkFtZTcwMzI5NjM3Mw@@._V1_SX400_.jpg
Monsters University,2013,7.6,207,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.,['Dan Scanlon'],"['Billy Crystal', 'John Goodman', 'Steve Buscemi']",2013-06-08,6240,http://ia.media-imdb.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_SX400_.jpg
Monsters vs Aliens,2009,6.6,2180,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,"['Rob Letterman', 'Conrad Vernon']","['Reese Witherspoon', 'Rainn Wilson', 'Stephen Colbert']",2009-03-19,5640,http://ia.media-imdb.com/images/M/MV5BMTY0OTQ3MzE3MV5BMl5BanBnXkFtZTcwMDQyMzMzMg@@._V1_SX400_.jpg
"Monsters, Inc.",2001,8.0,500,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","Monsters generate their city's power by scaring children, but they are terribly afraid themselves of being contaminated by children, so when one enters Monstropolis, top scarer Sulley finds his world disrupted.","['Pete Docter', 'David Silverman', 'Lee Unkrich']","['Billy Crystal', 'John Goodman', 'Mary Gibbs']",2001-10-28,5520,http://ia.media-imdb.com/images/M/MV5BMTk0NzAwMzI5MF5BMl5BanBnXkFtZTcwMjM4MTM0OA@@._V1_SX400_.jpg
Monte Carlo,2011,5.5,1769,"['Adventure', 'Comedy', 'Romance']",Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,['Thomas Bezucha'],"['Selena Gomez', 'Leighton Meester', 'Katie Cassidy']",2011-06-30,6540,http://ia.media-imdb.com/images/M/MV5BMjE4NjM3NjI1Nl5BMl5BanBnXkFtZTcwNjA5MzY1NQ@@._V1_SX400_.jpg
Monty Python and the Holy Grail,1975,8.3,1063,"['Adventure', 'Comedy', 'Fantasy']","King Arthur and his knights embark on a low-budget search for the Grail, encountering many very silly obstacles.","['Terry Gilliam', 'Terry Jones']","['Graham Chapman', 'John Cleese', 'Eric Idle']",1975-03-14,5460,http://ia.media-imdb.com/images/M/MV5BMTkzODczMTgwM15BMl5BanBnXkFtZTYwNTAwODI5._V1_SX400_.jpg
Moon,2009,7.9,715,"['Drama', 'Sci-Fi']","Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",['Duncan Jones'],"['Sam Rockwell', 'Kevin Spacey', 'Dominique McElligott']",2009-01-23,5820,http://ia.media-imdb.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_SX400_.jpg
Moonraker,1979,6.2,1733,"['Action', 'Adventure', 'Crime', 'Sci-Fi', 'Thriller']",James Bond investigates the mid-air theft of a space shuttle and discovers a plot to commit global genocide.,['Lewis Gilbert'],"['Roger Moore', 'Lois Chiles', 'Michael Lonsdale']",1979-06-26,7560,http://ia.media-imdb.com/images/M/MV5BMjQyMjUyNzY4MF5BMl5BanBnXkFtZTcwNzIyMzY0NA@@._V1_SX400_.jpg
Moonrise Kingdom,2012,7.8,383,"['Comedy', 'Drama', 'Romance']","A pair of young lovers flee their New England town, which causes a local search party to fan out and find them.",['Wes Anderson'],"['Jared Gilman', 'Kara Hayward', 'Bruce Willis']",2012-05-16,5640,http://ia.media-imdb.com/images/M/MV5BMTEwMTc3NDkzOTJeQTJeQWpwZ15BbWU3MDI4NTAwNzc@._V1_SX400_.jpg
Moonstruck,1987,7.0,3100,"['Comedy', 'Drama', 'Romance']","Loretta Castorini, a book keeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she agreed to marry (the best friend of her late husband who died seven years previously).",['Norman Jewison'],"['Cher', 'Nicolas Cage', 'Olympia Dukakis']",1987-12-16,6120,http://ia.media-imdb.com/images/M/MV5BMjIwMDY0NzYyMF5BMl5BanBnXkFtZTcwOTE5NDk0NA@@._V1_SX400_.jpg
Morning,2010,6.4,1951,['Drama'],,['Leland Orser'],"['Jeanne Tripplehorn', 'Laura Linney', 'Leland Orser']",2010-04-26,5700,http://ia.media-imdb.com/images/M/MV5BMjExODI2NDk1N15BMl5BanBnXkFtZTgwMjMzNDUwMDE@._V1_SX400_.jpg
Morning Glory,2010,6.4,1998,"['Comedy', 'Drama', 'Romance']",An upstart television producer accepts the challenge of reviving a struggling morning show program with warring co-hosts.,['Roger Michell'],"['Rachel McAdams', 'Harrison Ford', 'Diane Keaton']",2010-11-10,6420,http://ia.media-imdb.com/images/M/MV5BMTYxNDM1NTQ4N15BMl5BanBnXkFtZTcwOTQ0Njg5Mw@@._V1_SX400_.jpg
Mortal Kombat,0,0.0,4099,"['Action', 'Adventure', 'Fantasy', 'Thriller']",,['Kevin Tancharoen'],,NaT,0,
Mortal Kombat,1995,5.6,1238,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,['Paul W.S. Anderson'],"['Christopher Lambert', 'Robin Shou', 'Linden Ashby']",1995-07-13,6060,http://ia.media-imdb.com/images/M/MV5BMTgxMDk4Nzk1Nl5BMl5BanBnXkFtZTcwNDMzOTk0NA@@._V1_SX400_.jpg
Mortal Kombat: Annihilation,1997,3.4,3012,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",A group of martial arts warriors have only six days to save the Earth from an extra-dimensional invasion.,['John R. Leonetti'],"['Robin Shou', 'Talisa Soto', 'James Remar']",1997-11-21,5700,http://ia.media-imdb.com/images/M/MV5BMTI2OTYyNDk2N15BMl5BanBnXkFtZTcwMjczNTcxMQ@@._V1_SX400_.jpg
Mother and Child,2009,7.1,4116,"['Drama', 'Romance']","A drama centered around three women: A 50-year-old woman, the daughter she gave up for adoption 35 years ago, and an African American woman looking to adopt a child of her own.",['Rodrigo García'],"['Naomi Watts', 'Annette Bening', 'Kerry Washington']",2009-09-14,7500,http://ia.media-imdb.com/images/M/MV5BMTg4NTM5MTE0N15BMl5BanBnXkFtZTcwOTM2MTgyMw@@._V1_SX400_.jpg
Mother's Day,2010,6.1,3790,"['Crime', 'Drama', 'Horror', 'Thriller']",The sadistic members of a villainous family return to their childhood home to terrorize the new home owners and their guests.,['Darren Lynn Bousman'],"['Rebecca De Mornay', 'Jaime King', 'Shawn Ashmore']",2010-09-23,6720,http://ia.media-imdb.com/images/M/MV5BMjEyMTI3ODcwOF5BMl5BanBnXkFtZTcwMDUzOTA1Nw@@._V1_SX400_.jpg
Mou gaan dou,2002,8.1,3995,"['Crime', 'Mystery', 'Thriller']","A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.","['Wai-keung Lau', 'Alan Mak']","['Andy Lau', 'Tony Leung Chiu Wai', 'Anthony Wong Chau-Sang']",2002-12-12,6060,http://ia.media-imdb.com/images/M/MV5BMTc0Mjg2OTY3OV5BMl5BanBnXkFtZTcwNDA3Njk3OA@@._V1_SX400_.jpg
Moulin Rouge!,2001,7.6,755,"['Drama', 'Musical', 'Romance']","A poet falls for a beautiful courtesan whom a jealous duke covets in this stylish musical, with music drawn from familiar 20th century sources.",['Baz Luhrmann'],"['Nicole Kidman', 'Ewan McGregor', 'John Leguizamo']",2001-05-09,7620,http://ia.media-imdb.com/images/M/MV5BMTk5Mjg0MzM3MV5BMl5BanBnXkFtZTcwMTEyMjcxMQ@@._V1_SX400_.jpg
Mousehunt,1997,6.2,4686,"['Comedy', 'Family']",Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.,['Gore Verbinski'],"['Nathan Lane', 'Lee Evans', 'Vicki Lewis']",1997-12-19,5880,http://ia.media-imdb.com/images/M/MV5BMTk1MDExMTA5NF5BMl5BanBnXkFtZTcwOTMzNTIyMQ@@._V1_SX400_.jpg
Movie 43,2013,4.4,174,['Comedy'],A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.,"['Elizabeth Banks', 'Steven Brill', 'Steve Carr']","['Emma Stone', 'Stephen Merchant', 'Richard Gere']",2013-01-01,5640,http://ia.media-imdb.com/images/M/MV5BMTg4NzQ3NDM1Nl5BMl5BanBnXkFtZTcwNjEzMjM3OA@@._V1_SX400_.jpg
Mr. & Mrs. Smith,2005,6.4,811,"['Action', 'Comedy', 'Romance']",A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.,['Doug Liman'],"['Brad Pitt', 'Angelina Jolie', 'Adam Brody']",2005-06-07,7200,http://ia.media-imdb.com/images/M/MV5BMTUxMzcxNzQzOF5BMl5BanBnXkFtZTcwMzQxNjUyMw@@._V1_SX400_.jpg
Mr. Bean's Holiday,2007,6.1,2825,"['Comedy', 'Family']","Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two come back together. On the way he discovers France, bicycling, and true love, among other things.",['Steve Bendelack'],"['Rowan Atkinson', 'Willem Dafoe', 'Steve Pemberton']",2007-03-22,5400,http://ia.media-imdb.com/images/M/MV5BMTM2NzQ1Mzc4M15BMl5BanBnXkFtZTcwNTk3NjA1MQ@@._V1_SX400_.jpg
Mr. Brooks,2007,7.3,1851,"['Crime', 'Drama', 'Mystery', 'Thriller']",A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,['Bruce A. Evans'],"['Kevin Costner', 'Demi Moore', 'William Hurt']",2007-05-22,7200,http://ia.media-imdb.com/images/M/MV5BMTQyNTk5MTMxN15BMl5BanBnXkFtZTcwNTc0ODI1NA@@._V1_SX400_.jpg
Mr. Deeds,2002,5.6,2916,['Comedy'],"A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.",['Steven Brill'],"['Adam Sandler', 'Winona Ryder', 'John Turturro']",2002-06-28,5760,http://ia.media-imdb.com/images/M/MV5BMTkwNjgyNTk1Ml5BMl5BanBnXkFtZTcwNTI0ODEzMQ@@._V1_SX400_.jpg
Mr. Deeds Goes to Town,1936,7.9,4270,"['Comedy', 'Drama']","Longfellow Deeds, a simple-hearted Vermont tuba player, inherits a fortune and has to contend with opportunist city slickers.",['Frank Capra'],"['Gary Cooper', 'Jean Arthur', 'George Bancroft']",1936-04-12,6900,http://ia.media-imdb.com/images/M/MV5BMTU3MjcwNzczMV5BMl5BanBnXkFtZTcwMTI4OTYyMQ@@._V1_SX400_.jpg
Mr. Holland's Opus,1995,7.1,1841,"['Drama', 'Music']",A frustrated composer finds fulfillment as a high school music teacher.,['Stephen Herek'],"['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas']",1995-12-29,8580,http://ia.media-imdb.com/images/M/MV5BMTUxODUxOTk2M15BMl5BanBnXkFtZTcwODk2NDYxMQ@@._V1_SX400_.jpg
Mr. Magorium's Wonder Emporium,2007,6.1,948,"['Comedy', 'Family', 'Fantasy']","Molly Mahoney is the awkward and insecure manager of Mr. Magorium's Wonder Emporium, the strangest, most fantastic, most wonderful toy store in the world. But when Mr. Magorium, the 243 year-old eccentric who owns the store, bequeaths the store to her, a dark and ominous change begins to take over the once remarkable Emporium.",['Zach Helm'],"['Natalie Portman', 'Dustin Hoffman', 'Jason Bateman']",2007-11-15,5580,http://ia.media-imdb.com/images/M/MV5BMTI4MzY1OTY3NF5BMl5BanBnXkFtZTYwNzU1Nzc4._V1_SX400_.jpg
Mr. Morgan's Last Love,2013,7.0,4814,"['Comedy', 'Drama']",A look at the life-changing connection between a retired and widowed American philosophy professor and a young Parisian woman.,['Sandra Nettelbeck'],"['Gillian Anderson', 'Michael Caine', 'Clémence Poésy']",2013-06-29,6960,
Mr. Nobody,2009,7.8,108,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']","A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? An infinity of possibilities rise from this decision. As long as he doesn't choose, anything is possible.",['Jaco Van Dormael'],"['Jared Leto', 'Sarah Polley', 'Diane Kruger']",2009-09-12,8460,http://ia.media-imdb.com/images/M/MV5BMTg4ODkzMDQ3Nl5BMl5BanBnXkFtZTgwNTEwMTkxMDE@._V1_SX400_.jpg
Mr. Peabody & Sherman,2014,0.0,4403,"['Animation', 'Adventure', 'Family', 'Sci-Fi']","Using his most ingenious invention, the WABAC machine, Mr. Peabody and his adopted boy Sherman hurtle back in time to experience world-changing events first-hand and interact with some of the greatest characters of all time. They find themselves in a race to repair history and save the future.",['Rob Minkoff'],"['Ty Burrell', 'Max Charles', 'Stephen Colbert']",2014-02-17,0,http://ia.media-imdb.com/images/M/MV5BMTc2NzUzOTMwM15BMl5BanBnXkFtZTcwNzcxNzI5OQ@@._V1_SX400_.jpg
Mr. Popper's Penguins,2011,5.9,2083,['Comedy'],"The life of a businessman begins to change after he inherits six penguins, and as he transforms his apartment into a winter wonderland, his professional side starts to unravel.",['Mark Waters'],"['Jim Carrey', 'Carla Gugino', 'Angela Lansbury']",2011-06-16,5640,http://ia.media-imdb.com/images/M/MV5BMTcwMDI4NjEyOF5BMl5BanBnXkFtZTcwNzg5MzEwNQ@@._V1_SX400_.jpg
Mr. Smith Goes to Washington,1939,8.3,3561,['Drama'],"A naive man is appointed to fill a vacancy in the US Senate. His plans promptly collide with political corruption, but he doesn't back down.",['Frank Capra'],"['James Stewart', 'Jean Arthur', 'Claude Rains']",1939-10-17,7740,http://ia.media-imdb.com/images/M/MV5BMjAwMzU5ODkwNF5BMl5BanBnXkFtZTcwNTg4Mjk3OA@@._V1_SX400_.jpg
Mrs. Doubtfire,1993,6.7,1392,"['Comedy', 'Drama']","After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",['Chris Columbus'],"['Robin Williams', 'Sally Field', 'Pierce Brosnan']",1993-11-24,7500,http://ia.media-imdb.com/images/M/MV5BMTI3ODIwMjc0NV5BMl5BanBnXkFtZTcwNTg4MTU1MQ@@._V1_SX400_.jpg
Much Ado About Nothing,2012,7.4,289,"['Comedy', 'Drama', 'Romance']",A modern retelling of Shakespeare's classic comedy about two pairs of lovers with different takes on romance and a way with words.,['Joss Whedon'],"['Alexis Denisof', 'Amy Acker', 'Fran Kranz']",2012-09-08,6540,http://ia.media-imdb.com/images/M/MV5BMTgxNjQ0MjAwMl5BMl5BanBnXkFtZTcwNjI1NDEyOQ@@._V1_SX400_.jpg
Much Ado About Nothing,1993,7.3,2579,"['Comedy', 'Drama', 'Romance']","Young lovers Hero and Claudio, soon to wed, conspire to get verbal sparring partners and confirmed singles Benedick and Beatrice to wed as well.",['Kenneth Branagh'],"['Kenneth Branagh', 'Emma Thompson', 'Keanu Reeves']",1993-05-07,6660,http://ia.media-imdb.com/images/M/MV5BMzkwODM1OTY1Nl5BMl5BanBnXkFtZTcwOTcxMDQ1NA@@._V1_SX400_.jpg
Mud,2012,7.5,95,['Drama'],Two young boys encounter a fugitive and form a pact to help him evade the bounty hunters on his trail and to reunite him with his true love.,['Jeff Nichols'],"['Matthew McConaughey', 'Tye Sheridan', 'Jacob Lofland']",2012-05-26,7800,http://ia.media-imdb.com/images/M/MV5BMTU2MzcyODgyNV5BMl5BanBnXkFtZTcwNTc4MDYwOQ@@._V1_SX400_.jpg
Mulan,1998,7.3,511,"['Animation', 'Adventure', 'Family', 'Musical']","To save her father from death in the army, a Chinese maiden secretly goes in his place and becomes one of China's greatest heroes in the process.","['Tony Bancroft', 'Barry Cook']","['Ming-Na Wen', 'Eddie Murphy', 'BD Wong']",1998-06-05,5280,http://ia.media-imdb.com/images/M/MV5BMTIwNjY4NDU2NF5BMl5BanBnXkFtZTcwMzM0OTUyMQ@@._V1_SX400_.jpg
Mulholland Dr.,2001,7.9,950,"['Crime', 'Drama', 'Mystery', 'Thriller']","After a car wreck on the winding Mulholland Drive renders a woman amnesic, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",['David Lynch'],"['Naomi Watts', 'Laura Harring', 'Justin Theroux']",2001-05-16,8820,http://ia.media-imdb.com/images/M/MV5BMTMwMTY0Nzk3M15BMl5BanBnXkFtZTcwMjQwMTMzMQ@@._V1_SX400_.jpg
Munich,2005,7.6,1619,"['Drama', 'History', 'Thriller']","Based on the true story of the Black September aftermath, about the five men chosen to eliminate the ones responsible for that fateful day.",['Steven Spielberg'],"['Eric Bana', 'Daniel Craig', 'Marie-Josée Croze']",2005-12-23,9840,http://ia.media-imdb.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_SX400_.jpg
Muppets Most Wanted,2014,0.0,876,"['Adventure', 'Comedy', 'Crime', 'Family', 'Musical']","While on a grand world tour, the Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit lookalike and his dastardly sidekick.",['James Bobin'],"['Tom Hiddleston', 'Christoph Waltz', 'Danny Trejo']",2014-03-20,0,http://ia.media-imdb.com/images/M/MV5BODI4NzM4Nzc4NF5BMl5BanBnXkFtZTgwMjI4NjEwMDE@._V1_SX400_.jpg
Murder by Death,1976,7.3,2221,"['Comedy', 'Mystery', 'Thriller', 'Crime']",Five famous literary detective characters and their sidekicks are invited to a bizarre mansion to solve an even stranger mystery.,['Robert Moore'],"['Peter Falk', 'Alec Guinness', 'Peter Sellers']",1976-06-23,5640,http://ia.media-imdb.com/images/M/MV5BMTY1MzU3OTg5Ml5BMl5BanBnXkFtZTcwODIwNTUyMQ@@._V1_SX400_.jpg
Murder by Numbers,2002,6.0,1759,"['Crime', 'Drama', 'Thriller']","Two gifted high school students execute a ""perfect"" murder - then become engaged in an intellectual contest with a seasoned homicide detective.",['Barbet Schroeder'],"['Sandra Bullock', 'Ben Chaplin', 'Ryan Gosling']",2002-04-19,7200,http://ia.media-imdb.com/images/M/MV5BMTI4MTcyMTU1OF5BMl5BanBnXkFtZTYwMTE5MDE3._V1_SX400_.jpg
Muriel's Wedding,1994,7.0,2719,"['Comedy', 'Drama', 'Romance']",,['P.J. Hogan'],"['Toni Collette', 'Rachel Griffiths', 'Bill Hunter']",1994-09-15,6360,http://ia.media-imdb.com/images/M/MV5BMTgyMzgwNDMwNV5BMl5BanBnXkFtZTcwNTAwMzAzMQ@@._V1_SX400_.jpg
Museum Hours,2012,6.8,4719,['Drama'],"When a Vienna museum guard befriends an enigmatic visitor, the grand Kunsthistorisches Art Museum becomes a mysterious crossroads which sparks explorations of their lives, the city, and the ways artworks reflect and shape the world.",['Jem Cohen'],"[""Mary Margaret O'Hara"", 'Bobby Sommer', 'Ela Piplits']",2012-08-08,6420,http://ia.media-imdb.com/images/M/MV5BMjAzMzI3NDQ1NF5BMl5BanBnXkFtZTcwNTA0MjQ3OQ@@._V1_SX400_.jpg
